Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
Weight,-->,1,0,0,0,0,0,0,,,
min[1/ 1/ 1/ 0/ 1],MAX[1/ 1/ 4/ 1/ 1],,,,,,,,,,
0,0,0.175,0.4861111,0.125,0,0.125,0,0.02380952,0.3305556,0.75,0.2222222
0,1,0.325,0.4375,0.125,0,0,0,0,0.38125,0.875,0
0,2,0.25,0.375,0.125,0,0,0,0,0.3125,0.75,0
0,3,0.075,0.6770834,0,0,0,0,0,0.3760417,0.6875,0.6666667
0,4,0.35,0.1770833,0.125,1,0,0,0,0.2635417,0.3541667,0
0,5,0.25,0.4375,0.375,0,0,0,0,0.34375,0.875,0
0,6,0.3,0.4618056,0.25,0,0,0,0.1428571,0.3809028,0.8125,0.1111111
0,7,0.35,0.15625,0,1,0,0,0,0.253125,0.3125,0
0,8,0.05,0.34375,0,0,0.0625,0,0,0.196875,0.6875,0
0,9,0.325,0.1875,0.125,1,0.1583333,0,0.05748128,0.25625,0.375,0
0,10,0.375,0.3125,0.125,0,0,0,0,0.34375,0.625,0
0,11,0.15,0.4375,0,0,0.0625,0,0,0.29375,0.875,0
0,12,0.225,0.375,0.125,0,0.2,0,0.05323971,0.3,0.75,0
0,13,0.35,0.2465278,0,1,0,0,0,0.2982639,0.2708333,0.2222222
0,14,0.3,0.4791667,0,0,0,0,0,0.3895833,0.625,0.3333333
0,15,0.3,0.1875,0.125,1,0.125,0,0,0.24375,0.375,0
0,16,0.225,0.3576389,0.125,1,0.175,0,0.0952381,0.2913194,0.2708333,0.4444444
0,17,0.35,0.21875,0.125,0,0,1,0,0.284375,0.4375,0
0,18,0.05,0.4375,0,0,0,0,0,0.24375,0.875,0
0,19,0.325,0.4375,0.125,0,0.03125,0,0,0.38125,0.875,0
0,20,0.325,0.4375,0,0,0.15,0,0,0.38125,0.875,0
0,21,0.275,0.40625,0.125,0,0,0,0,0.340625,0.8125,0
0,22,0.15,0.4097222,0.125,1,0.04166667,0,0,0.2798611,0.375,0.4444444
0,23,0.275,0.34375,0.125,0,0.0625,0,0,0.309375,0.6875,0
0,24,0.35,0.3541667,0.125,0,0,0.5,0,0.3520833,0.7083334,0
0,25,0.05,0.3125,0,0,0,0,0,0.18125,0.625,0
0,26,0.225,0.1354167,0.125,1,0.08333334,0,0,0.1802083,0.2708333,0
0,27,0.325,0.21875,0.25,1,0,0,0.1064794,0.271875,0.4375,0
0,28,0.15,0.3878968,0,0,0,0.1666667,0,0.2689484,0.5535715,0.2222222
0,29,0.35,0.3361111,0.25,0,0,0.75,0,0.3430555,0.45,0.2222222
0,30,0.225,0.2708333,0,0,0,1,0,0.2479167,0.5416667,0
0,31,0.05,0.4548611,0,0,0,0,0,0.2524306,0.6875,0.2222222
0,32,0.225,0.1354167,0,1,0,0,0,0.1802083,0.2708333,0
0,33,0.325,0.4416667,0,0,0.04166667,0.5,0,0.3833333,0.55,0.3333333
0,34,0.225,0.375,0.125,0,0.04166667,0,0,0.3,0.75,0
0,35,0.1,0.3541667,0,0,0,0.5,0,0.2270833,0.7083334,0
0,36,0.2,0.375,0,0,0,0,0,0.2875,0.75,0
0,37,0.05,0.375,0,0,0,0,0,0.2125,0.75,0
0,38,0.375,0.1354167,0,1,0.05,0,0,0.2552083,0.2708333,0
0,39,0.075,0.4361111,0,0,0.08333334,0.25,0,0.2555555,0.65,0.2222222
0,40,0.2,0.3125,0.125,0,0.0625,0,0,0.25625,0.625,0
0,41,0.3,0.40625,0,0,0,0,0,0.353125,0.8125,0
0,42,0.05,0.325,0,0,0,0.25,0,0.1875,0.65,0
0,43,0.175,0.46875,0,0,0.05,0,0,0.321875,0.9375,0
0,44,0.35,0.5972222,0,0,0.05357143,0,0,0.4736111,0.75,0.4444444
0,45,0.075,0.3541667,0,0,0,0.5,0,0.2145833,0.7083334,0
0,46,0.075,0.46875,0,0,0,0,0,0.271875,0.9375,0
0,47,0.175,0.15625,0,1,0.125,0,0,0.165625,0.3125,0
0,48,0.05,0.40625,0,0,0,0,0,0.228125,0.8125,0
0,49,0.35,0.225,0,1,0.075,0,0,0.2875,0.45,0
0,50,0.05,0.34375,0,0,0,0,0,0.196875,0.6875,0
0,51,0.15,0.5104167,0,0,0,0,0,0.3302084,0.6875,0.3333333
0,52,0.125,0.375,0,0,0.0625,0,0,0.25,0.75,0
0,53,0.3,0.3020833,0,0,0.25,0.2,0,0.3010417,0.6041666,0
0,54,0.175,0.2430556,0.25,1,0,0,0,0.2090278,0.375,0.1111111
0,55,0.25,0.4861111,0.25,0,0,0,0,0.3680556,0.75,0.2222222
0,56,0.05,0.375,0,0,0.08333334,0,0,0.2125,0.75,0
0,57,0.375,0.5486111,0,0,0.25,0,0,0.4618056,0.875,0.2222222
0,58,0.3,0.34375,0.25,0,0.125,0,0,0.321875,0.6875,0
0,59,0.225,0.46875,0,0,0.1583333,0,0.05323971,0.346875,0.9375,0
0,60,0.25,0.40625,0,0,0.09375,0,0,0.328125,0.8125,0
0,61,0.3,0.21875,0,0,0.025,0.6,0,0.259375,0.4375,0
0,62,0.25,0.40625,0,0,0.075,0,0,0.328125,0.8125,0
0,63,0.325,0.34375,0.25,0,0.0625,0,0,0.334375,0.6875,0
0,64,0.325,0.1770833,0.125,1,0.06666667,0,0.02380952,0.2510417,0.3541667,0
0,65,0.3,0.4375,0.375,0,0.1607143,0,0.0952381,0.36875,0.875,0
0,66,0.275,0.3125,0.125,0,0.04166667,0,0,0.29375,0.625,0
0,67,0.3,0.2708333,0.125,0,0.1375,1,0,0.2854167,0.5416667,0
0,68,0.15,0.28125,0,0,0,0.6666667,0,0.215625,0.5625,0
0,69,0.05,0.4548611,0,0,0.04166667,0,0,0.2524306,0.6875,0.2222222
0,70,0.275,0.4548611,0.125,0,0,0,0,0.3649306,0.6875,0.2222222
0,71,0.05,0.34375,0,0,0,0,0,0.196875,0.6875,0
0,72,0.275,0.46875,0,0,0.05,0,0,0.371875,0.9375,0
0,73,0.3,0.4375,0,0,0.05357143,0,0,0.36875,0.875,0
0,74,0.25,0.4548611,0.125,0,0.09583334,0,0.03367176,0.3524306,0.6875,0.2222222
0,75,0.25,0.1875,0.125,1,0,0,0,0.21875,0.375,0
0,76,0.25,0.3918651,0.125,1,0.09375,0,0,0.3209325,0.3392857,0.4444444
0,77,0.075,0.375,0,0,0,0,0,0.225,0.75,0
0,78,0.05,0.34375,0,0,0.05,0,0,0.196875,0.6875,0
0,79,0.075,0.5486111,0,0,0,0,0,0.3118055,0.875,0.2222222
0,80,0.15,0.40625,0,0,0.125,0,0,0.278125,0.8125,0
0,81,0.35,0.40625,0.375,0,0.075,0,0,0.378125,0.8125,0
0,82,0.375,0.3298611,0.25,1,0.15,0,0,0.3524306,0.4375,0.2222222
0,83,0.1,0.34375,0,0,0,0,0,0.221875,0.6875,0
0,84,0.275,0.5486111,0.25,0,0,0,0,0.4118056,0.875,0.2222222
0,85,0.275,0.5173611,0,0,0,0,0,0.3961806,0.8125,0.2222222
0,86,0.05,0.34375,0,0,0,0,0,0.196875,0.6875,0
0,87,0.2,0.5798611,0,0,0.0625,0,0,0.3899305,0.9375,0.2222222
0,88,0.15,0.4375,0,0,0,0,0,0.29375,0.875,0
0,89,0.325,0.21875,0.125,1,0,0,0,0.271875,0.4375,0
0,90,0.1,0.34375,0,0,0.08333334,0,0,0.221875,0.6875,0
0,91,0.225,0.3125,0.5,0,0.0625,0,0.04761905,0.26875,0.625,0
0,92,0.35,0.4305556,0,0,0.125,0,0,0.3902778,0.75,0.1111111
0,93,0.1,0.375,0.125,0,0,0,0,0.2375,0.75,0
0,94,0.175,0.375,0,0,0,0,0,0.275,0.75,0
0,95,0.175,0.375,0,0,0,0,0,0.275,0.75,0
0,96,0.325,0.40625,0.375,0,0,0,0,0.365625,0.8125,0
0,97,0.275,0.4861111,0.375,0,0,0,0.1428571,0.3805556,0.75,0.2222222
0,98,0.3,0.5486111,0.25,0,0.1375,0,0,0.4243056,0.875,0.2222222
0,99,0.375,0.3715278,0.125,0,0.075,0.4,0,0.3732639,0.5208334,0.2222222
1,0,0.225,0.46875,0,0,0.1583333,0,0.05323971,0.346875,0.9375,0
1,1,0.325,0.375,0.125,0,0,0,0,0.35,0.75,0
1,2,0.35,0.3541667,0.125,0,0.05357143,0.5,0,0.3520833,0.7083334,0
1,3,0.35,0.3541667,0.125,0,0,0.5,0,0.3520833,0.7083334,0
1,4,0.35,0.3541667,0.125,0,0,0.5,0,0.3520833,0.7083334,0
1,5,0.35,0.3541667,0.125,0,0,0.5,0,0.3520833,0.7083334,0
1,6,0.35,0.3541667,0,0,0.125,0.5,0,0.3520833,0.7083334,0
1,7,0.35,0.3541667,0.125,0,0,0.5,0,0.3520833,0.7083334,0
1,8,0.375,0.3298611,0.25,1,0.15,0,0,0.3524306,0.4375,0.2222222
1,9,0.375,0.3298611,0.25,1,0,0,0,0.3524306,0.4375,0.2222222
1,10,0.25,0.4548611,0.125,0,0.09583334,0,0.03367176,0.3524306,0.6875,0.2222222
1,11,0.375,0.3298611,0.25,1,0.15,0,0,0.3524306,0.4375,0.2222222
1,12,0.3,0.40625,0,0,0,0,0,0.353125,0.8125,0
1,13,0.225,0.4861111,0.125,0,0.2,0,0.05323971,0.3555555,0.75,0.2222222
1,14,0.325,0.3861111,0.25,0,0,0.5,0,0.3555555,0.55,0.2222222
1,15,0.275,0.4375,0.375,0,0,0,0,0.35625,0.875,0
1,16,0.275,0.4375,0.25,0,0,0,0,0.35625,0.875,0
1,17,0.275,0.4375,0.25,0,0,0,0,0.35625,0.875,0
1,18,0.275,0.4548611,0.125,0,0,0,0,0.3649306,0.6875,0.2222222
1,19,0.325,0.40625,0.125,0,0,0,0,0.365625,0.8125,0
1,20,0.325,0.40625,0.125,0,0,0,0,0.365625,0.8125,0
1,21,0.325,0.40625,0.5,0,0,0,0,0.365625,0.8125,0
1,22,0.325,0.40625,0.5,0,0,0,0,0.365625,0.8125,0
1,23,0.325,0.40625,0.375,0,0,0,0,0.365625,0.8125,0
1,24,0.325,0.40625,0.375,0,0,0,0,0.365625,0.8125,0
1,25,0.325,0.40625,0.25,0,0,0,0,0.365625,0.8125,0
1,26,0.325,0.40625,0.375,0,0,0,0,0.365625,0.8125,0
1,27,0.325,0.40625,0.375,0,0,0,0,0.365625,0.8125,0
1,28,0.25,0.4861111,0.25,0,0,0,0,0.3680556,0.75,0.2222222
1,29,0.25,0.4861111,0,0,0,0,0,0.3680556,0.75,0.2222222
1,30,0.25,0.4861111,0,0,0,0,0,0.3680556,0.75,0.2222222
1,31,0.25,0.4861111,0.25,0,0,0,0,0.3680556,0.75,0.2222222
1,32,0.25,0.4861111,0.25,0,0,0,0,0.3680556,0.75,0.2222222
1,33,0.3,0.4375,0,0,0.3035714,0,0,0.36875,0.875,0
1,34,0.3,0.4375,0.375,0,0.1607143,0,0.0952381,0.36875,0.875,0
1,35,0.3,0.4375,0,0,0.05357143,0,0,0.36875,0.875,0
1,36,0.375,0.3680556,0.125,0,0,0,0,0.3715278,0.625,0.1111111
1,37,0.275,0.46875,0,0,0.09166667,0,0.2020305,0.371875,0.9375,0
1,38,0.275,0.46875,0,0,0.125,0,0,0.371875,0.9375,0
