Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
Weight,-->,1,0,0,0,0,0,0,,,
min[1/ 1/ 1/ 0/ 1],MAX[1/ 1/ 4/ 1/ 1],,,,,,,,,,
0,0,0.2222222,0.21875,0,0,0,1,0,0.2204861,0.4375,0
0,1,0.2777778,0.40625,0,0,0.04166667,0,0,0.3420139,0.8125,0
0,2,0.25,0.4548611,0.125,0,0.1,0,0,0.3524306,0.6875,0.2222222
0,3,0.1944444,0.3923611,0,0,0.1,0.6666667,0,0.2934028,0.5625,0.2222222
0,4,0.1111111,0.5173611,0,0,0,0,0,0.3142361,0.8125,0.2222222
0,5,0.2222222,0.28125,0.25,0,0,0.6666667,0,0.2517361,0.5625,0
0,6,0.3055556,0.3298611,0.125,1,0,0,0,0.3177083,0.4375,0.2222222
0,7,0.3333333,0.28125,0.375,0,0.05357143,0.6666667,0.05748128,0.3072917,0.5625,0
0,8,0.05555556,0.4618056,0,0,0.025,0,0,0.2586806,0.8125,0.1111111
0,9,0.05555556,0.40625,0,0,0,0,0,0.2309028,0.8125,0
0,10,0.1944444,0.4861111,0,0,0.1,0,0,0.3402778,0.75,0.2222222
0,11,0.3055556,0.34375,0,0,0.04166667,0,0,0.3246528,0.6875,0
0,12,0.4166667,0.21875,0.25,1,0.1375,0,0,0.3177083,0.4375,0
0,13,0.3055556,0.3298611,0,1,0.1666667,0,0,0.3177083,0.4375,0.2222222
0,14,0.3888889,0.40625,0.25,0,0,0,0,0.3975694,0.8125,0
0,15,0.2222222,0.3923611,0,0,0.08482143,0,0,0.3072917,0.5625,0.2222222
0,16,0.3888889,0.3298611,0.125,0,0.125,0.2857143,0,0.359375,0.4375,0.2222222
0,17,0.4444444,0.3298611,0.25,0,0.025,0.6,0,0.3871528,0.4375,0.2222222
0,18,0.25,0.375,0.125,0,0,0,0,0.3125,0.75,0
0,19,0.3611111,0.4472222,0,0,0.08333334,0.75,0,0.4041667,0.45,0.4444444
0,20,0.2777778,0.2881944,0.25,1,0,0,0,0.2829861,0.3541667,0.2222222
0,21,0.4166667,0.3368056,0.375,0,0.1160714,0.6666667,0.134687,0.3767361,0.5625,0.1111111
0,22,0.25,0.5173611,0.25,0,0.05,0,0,0.3836806,0.8125,0.2222222
0,23,0.2777778,0.4236111,0.25,0,0.09166667,0,0.05748128,0.3506944,0.625,0.2222222
0,24,0.25,0.3861111,0,0,0.1,0.5,0,0.3180556,0.55,0.2222222
0,25,0.3611111,0.40625,0.125,0,0,0,0,0.3836806,0.8125,0
0,26,0.3055556,0.2604167,0.125,0,0.09375,0.4,0.2020305,0.2829861,0.5208334,0
0,27,0.4166667,0.7083334,0,0,0.1625,0,0.1505847,0.5625,0.75,0.6666667
0,28,0.3333333,0.3923611,0.125,0,0.09375,0,0,0.3628472,0.5625,0.2222222
0,29,0.25,0.40625,0.25,0,0.125,0,0,0.328125,0.8125,0
0,30,0.4166667,0.1770833,0.5,1,0,0,0,0.296875,0.3541667,0
0,31,0.2222222,0.5659722,0,0,0,0,0,0.3940972,0.6875,0.4444444
0,32,0.1388889,0.3125,0.125,0,0,0,0,0.2256944,0.625,0
0,33,0.3055556,0.34375,0,0,0.08333334,0,0,0.3246528,0.6875,0
0,34,0.25,0.2986111,0,0,0.1041667,0.4285714,0,0.2743056,0.375,0.2222222
0,35,0.2777778,0.1770833,0,1,0,0,0,0.2274306,0.3541667,0
0,36,0.08333334,0.34375,0,0,0.125,0,0,0.2135417,0.6875,0
0,37,0.1666667,0.40625,0,0,0.04166667,0,0,0.2864583,0.8125,0
0,38,0.3333333,0.3993056,0.125,0,0.125,0,0,0.3663194,0.6875,0.1111111
0,39,0.1666667,0.5659722,0.125,0,0,0,0,0.3663194,0.6875,0.4444444
0,40,0.3055556,0.3923611,0.25,0,0.2119048,0,0,0.3489583,0.5625,0.2222222
0,41,0.05555556,0.34375,0,0,0.08333334,0,0.2020305,0.1996528,0.6875,0
0,42,0.2222222,0.5659722,0.125,0,0.05357143,0,0,0.3940972,0.6875,0.4444444
0,43,0.05555556,0.5173611,0,0,0,0,0,0.2864583,0.8125,0.2222222
0,44,0.05555556,0.40625,0,0,0,0,0,0.2309028,0.8125,0
0,45,0.05555556,0.3368056,0,0,0,0,0,0.1961806,0.5625,0.1111111
0,46,0.3333333,0.3298611,0.375,0,0,1,0,0.3315972,0.4375,0.2222222
0,47,0.4166667,0.21875,0.125,1,0,0,0,0.3177083,0.4375,0
0,48,0.1944444,0.2326389,0.25,1,0,0,0,0.2135417,0.3541667,0.1111111
0,49,0.1388889,0.3993056,0.125,0,0,0,0,0.2690972,0.6875,0.1111111
0,50,0.3333333,0.1875,0.125,0,0,0.4285714,0,0.2604167,0.375,0
0,51,0.1111111,0.34375,0,0,0,0,0,0.2274306,0.6875,0
0,52,0.2222222,0.4861111,0.25,0,0,0,0.0952381,0.3541667,0.75,0.2222222
0,53,0.2222222,0.2450397,0,1,0,0,0,0.233631,0.2678571,0.2222222
0,54,0.3333333,0.3561508,0.25,1,0.075,0,0.1064794,0.3447421,0.2678571,0.4444444
0,55,0.3055556,0.5173611,0,0,0,0,0,0.4114583,0.8125,0.2222222
0,56,0.3333333,0.1770833,0,1,0,0,0,0.2552083,0.3541667,0
0,57,0.3888889,0.21875,0,1,0,0,0,0.3038194,0.4375,0
0,58,0.08333334,0.3680556,0,0,0.05,0,0,0.2256944,0.625,0.1111111
0,59,0.3055556,0.21875,0,0,0.1369048,1,0,0.2621528,0.4375,0
0,60,0.05555556,0.3923611,0,0,0,0,0,0.2239583,0.5625,0.2222222
0,61,0.25,0.3680556,0.125,0,0.05,0,0,0.3090278,0.625,0.1111111
0,62,0.08333334,0.3125,0,0,0,0,0,0.1979167,0.625,0
0,63,0.3611111,0.4548611,0.25,0,0.1333333,0,0,0.4079861,0.6875,0.2222222
0,64,0.3611111,0.1770833,0.25,1,0.08333334,0,0,0.2690972,0.3541667,0
0,65,0.4166667,0.21875,0,0,0.1770833,1,0,0.3177083,0.4375,0
0,66,0.3333333,0.40625,0,0,0.08333334,0,0,0.3697917,0.8125,0
0,67,0.1944444,0.5034722,0.25,0,0,0,0.1982037,0.3489583,0.5625,0.4444444
0,68,0.3055556,0.3993056,0,1,0.2738095,0,0,0.3524306,0.3541667,0.4444444
0,69,0.4444444,0.280754,0.125,1,0.125,0,0,0.3625992,0.3392857,0.2222222
0,70,0.05555556,0.5173611,0,0,0.04166667,0,0,0.2864583,0.8125,0.2222222
0,71,0.4166667,0.3918651,0,1,0.2723214,0,0,0.4042659,0.3392857,0.4444444
0,72,0.1388889,0.34375,0,0,0,0,0,0.2413194,0.6875,0
0,73,0.3611111,0.1339286,0.25,1,0,0,0,0.2475198,0.2678571,0
0,74,0.3055556,0.3923611,0.25,0,0.2083333,0,0,0.3489583,0.5625,0.2222222
0,75,0.1111111,0.3125,0,0,0,0,0,0.2118056,0.625,0
0,76,0.2222222,0.375,0.125,0,0,0,0,0.2986111,0.75,0
0,77,0.3611111,0.3125,0.25,0,0.125,0,0.1089641,0.3368056,0.625,0
0,78,0.08333334,0.34375,0,0,0,0,0,0.2135417,0.6875,0
0,79,0.1666667,0.3680556,0.125,0,0.05,0,0.07142857,0.2673611,0.625,0.1111111
0,80,0.3333333,0.5173611,0.25,0,0,0,0.1064794,0.4253472,0.8125,0.2222222
0,81,0.3333333,0.3918651,0.125,1,0.225,0,0.02380952,0.3625992,0.3392857,0.4444444
0,82,0.1944444,0.4131944,0.25,0,0.125,0.2,0,0.3038194,0.6041666,0.2222222
0,83,0.3611111,0.3715278,0,0,0.3958333,0.4,0,0.3663194,0.5208334,0.2222222
0,84,0.2222222,0.34375,0.25,0,0,0,0,0.2829861,0.6875,0
0,85,0.4444444,0.21875,0.125,0,0,1,0,0.3315972,0.4375,0
0,86,0.3888889,0.2604167,0.375,0,0.16875,0.4,0,0.3246528,0.5208334,0
0,87,0.2777778,0.1875,0,0,0.09375,0.4285714,0,0.2326389,0.375,0
0,88,0.3888889,0.5763889,0.625,0,0,0.4285714,0.0952381,0.4826389,0.375,0.7777778
0,89,0.1944444,0.5173611,0,0,0,0,0,0.3559028,0.8125,0.2222222
0,90,0.05555556,0.40625,0,0,0.1333333,0,0,0.2309028,0.8125,0
0,91,0.08333334,0.7083334,0,0,0.08333334,0,0,0.3958333,0.75,0.6666667
0,92,0.3611111,0.28125,0.125,0,0,0.6666667,0,0.3211806,0.5625,0
0,93,0.4166667,0.3298611,0.25,1,0.05,0,0.06734351,0.3732639,0.4375,0.2222222
0,94,0.3333333,0.21875,0,0,0.09375,1,0,0.2760417,0.4375,0
0,95,0.1666667,0.1770833,0,1,0,0,0,0.171875,0.3541667,0
0,96,0.3333333,0.4548611,0.125,0,0,0,0,0.3940972,0.6875,0.2222222
0,97,0.3055556,0.3918651,0,0,0.125,0.6666667,0,0.3487103,0.3392857,0.4444444
0,98,0.3333333,0.280754,0.25,1,0.1,0,0.06734351,0.3070437,0.3392857,0.2222222
0,99,0.3611111,0.3561508,0.5,1,0.1041667,0,0.06734351,0.358631,0.2678571,0.4444444
1,0,0.3055556,0.3923611,0,0,0.2119048,0,0,0.3489583,0.5625,0.2222222
1,1,0.3055556,0.3923611,0.25,0,0.2119048,0,0,0.3489583,0.5625,0.2222222
1,2,0.1944444,0.5034722,0.25,0,0,0,0.1982037,0.3489583,0.5625,0.4444444
1,3,0.3055556,0.3923611,0.25,0,0.2083333,0,0,0.3489583,0.5625,0.2222222
1,4,0.2777778,0.4236111,0.25,0,0.09166667,0,0.05748128,0.3506944,0.625,0.2222222
1,5,0.3055556,0.3993056,0,0,0.04166667,0,0,0.3524306,0.6875,0.1111111
1,6,0.25,0.4548611,0.125,0,0,0,0,0.3524306,0.6875,0.2222222
1,7,0.25,0.4548611,0.125,0,0.1,0,0,0.3524306,0.6875,0.2222222
1,8,0.25,0.4548611,0.125,0,0.1,0,0,0.3524306,0.6875,0.2222222
1,9,0.3055556,0.3993056,0,1,0.3571429,0,0,0.3524306,0.3541667,0.4444444
1,10,0.3055556,0.3993056,0,1,0.2738095,0,0,0.3524306,0.3541667,0.4444444
1,11,0.2222222,0.4861111,0.25,0,0,0,0.0952381,0.3541667,0.75,0.2222222
1,12,0.3055556,0.40625,0.25,0,0.2083333,0,0,0.3559028,0.8125,0
1,13,0.3055556,0.40625,0.25,0,0.2119048,0,0,0.3559028,0.8125,0
1,14,0.1944444,0.5173611,0,0,0,0,0,0.3559028,0.8125,0.2222222
1,15,0.3611111,0.3561508,0.5,1,0.1041667,0,0.06734351,0.358631,0.2678571,0.4444444
1,16,0.3888889,0.3298611,0.625,1,0,0,0.0952381,0.359375,0.4375,0.2222222
1,17,0.3888889,0.3298611,0.5,0,0,1,0,0.359375,0.4375,0.2222222
1,18,0.3888889,0.3298611,0.125,0,0.125,0.2857143,0,0.359375,0.4375,0.2222222
1,19,0.3333333,0.3918651,0.25,1,0.1416667,0,0.02380952,0.3625992,0.3392857,0.4444444
1,20,0.3333333,0.3918651,0.125,1,0.225,0,0.02380952,0.3625992,0.3392857,0.4444444
1,21,0.4444444,0.280754,0.125,1,0.125,0,0,0.3625992,0.3392857,0.2222222
